web_scraper_order,web_scraper_start_url,pagination-selector,price,data,price2,image
"1770050955-61","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","10.00","ไก่ย่าง ขนมทอดกรอบ รสดั้งเดิม 28 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/37/88/8850284060137/thumbnail/8850284060137_1-20230310185528-.jpg"
"1770050955-62","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","47.00","โก๋แก่ ถั่วลิสงอบเกลือ 18 ก. แพ็ค 12","฿48.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/03/88/8852023664903/thumbnail/8852023664903_1-20240926101547-.jpg"
"1770050955-63","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","38.00","เมนทอส ลูกอม รสมินท์ 270 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/69/89/8990800002569/thumbnail/8990800002569_1.jpg"
"1770050955-64","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","38.00","ฮาริโบ้ โกลด์แบร์ส เยลลี่กลิ่นผลไม้ 80 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/39/86/8691216090439/thumbnail/8691216090439_1-20250612152754-.jpg"
"1770050955-65","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","35.00","เลย์ สแตคส์ มันฝรั่งแผ่นทอดกรอบ รสโนริสาหร่าย 65 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/61/88/8850718821761/thumbnail/8850718821761_1-20250401144147-.jpg"
"1770050955-66","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","32.00","ปีโป้ ขนมเยลลี่รวมรสผลไม้ (คาราจีแนน) 587.5 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/60/88/8850425000060/thumbnail/8850425000060_1.jpg"
"1770050955-67","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","31.00","เลย์ มันฝรั่งแท้ทอดกรอบแผ่นเรียบ รสเมี่ยงคำครบรส 69 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/49/88/8850718807949/thumbnail/8850718807949_1-20260129150628-.jpg"
"1770050955-68","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","33.00","เอ็มแอนด์เอ็ม มิลค์ช็อกโกแลต 37 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/61/00/0000093682961/thumbnail/0000093682961_1-20250624135221-.jpg"
"1770050955-69","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","51.00","ยูโร่ พัฟเค้กสอดไส้ครีมมาร์เบิ้ลช็อกโก 204 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/26/88/8850426000526/thumbnail/8850426000526_1-20250610165342-.jpg"
"1770050955-70","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","219.00","เฟอเรโร รอชเชอร์ ช็อกโกแลต รุ่น T16 ขนาด 200 ก.","฿342.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/87/80/8000500003787/thumbnail/8000500003787_1-20251003102338-.jpg"
"1770050955-71","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","10.00","ปาร์ตี้ ขนมมันเทศผสมทอดกรอบเคลือบเนยคาราเมล 24 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/16/88/8851004101116/8851004101116_1-20240513143837-.jpg"
"1770050955-72","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","47.00","บันบัน ขนมถั่วลันเตาอบกรอบ รสดั้งเดิม 14 ก. แพ็ค 12","฿49.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/32/88/8851016120532/thumbnail/8851016120532_1-20250722180004-.jpg"
"1770050955-73","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","369.00","เฟอเรโร รอชเชอร์ ช็อกโกแลต รุ่น T24 ขนาด 300 ก.","฿579.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/73/80/8000500009673/thumbnail/8000500009673_1-20251003102523-.jpg"
"1770050955-74","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","12.00","ดอกบัว บิสกิตปังปอนด์ สอดไส้ครีมเนย 60 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/73/88/8850157523073/thumbnail/8850157523073_1-20240709103515-.jpg"
"1770050955-75","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","49.00","ทาโร ปลาสวรรค์ รสบาร์บีคิว 5 ก. x 12 ชิ้น","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8852044150324/thumbnail/8852044150324_-20250718130328-.jpg"
"1770050955-76","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","47.00","โรลเลอร์ โคสเตอร์ มันฝรั่งทอดกรอบ รสชีสต้นตำรับ 12 ก. แพ็ค 12","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/55/88/8850309003255/thumbnail/8850309003255_1-20240924175809-.jpg"
"1770050955-77","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","45.00","โลตัส ขนมขาไก่ รสทรงเครื่อง 20 ก. แพ็ค 12","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/73/88/8850157511773/thumbnail/8850157511773_1-20241029114510-.jpg"
"1770050955-78","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","21.00","โดริโทส ข้าวโพดแผ่นทอดกรอบ รสกลิ่นสไปซี่ บาร์บีคิว 57 ก.","฿31.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/74/88/8850718812974/thumbnail/8850718812974_1-20250624162924-.jpg"
"1770050955-79","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","49.00","เฟอเรโร่ รอชเชอร์ ช็อกโกแลต 37.5 ก.","฿57.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/09/80/8000500010709/thumbnail/8000500010709_1-20251003102506-.jpg"
