web_scraper_order,web_scraper_start_url,pagination-selector,price,data,price2,image
"1770054931-53","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","15.00","อ้วยอันโอสถ ตรามังกรทอง ยาอมสมุนไพร รสเปลือกส้ม 100 เม็ด","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/88/8852913105219/thumbnail/8852913105219-20251002130233-.jpg"
"1770054931-54","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","49.00","เคที่ ดอลล์ อโลเวร่า มาสก์ 25 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/11/88/8809396170111/thumbnail/8809396170111_1-20250922160727-.jpg"
"1770054931-55","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","75.00","วันทัช ถุงยางอนามัย กลิ่นสตรอว์เบอร์รี่ ขนาด 52 มม. บรรจุ 3 ชิ้น","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/42/88/8852961001242/thumbnail/8852961001242_1-20250929135345-.jpg"
"1770054931-56","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","89.00","โมริฮาน่า ซากุระ แอนด์ เพิร์ล เฟเชียล เซรั่ม​ 30 ก.","฿99.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/17/88/8857127990217/thumbnail/8857127990217_1-20221123172713-.jpg"
"1770054931-57","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","49.00","รถพยาบาล สำลีแผ่น 100 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/25/88/8850185002625/thumbnail/8850185002625_1-20250623130201-.jpg"
"1770054931-58","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","350.00","ตราเสือดาว ชุดกล่องปฐมพยาบาล (ใหญ่)","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/07/88/8853042000307/thumbnail/8853042000307_1-20251029133714-.jpg"
"1770054931-59","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","29.00","โมริฮาน่า อโล แอนด์ แคคตัส เฟเชี่ยล มาส์ก 100 ก.","฿99.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/40/88/8857127990040/thumbnail/8857127990040_1-20230227172043-.jpg"
"1770054931-60","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","45.00","คลีนแอนด์แคร์ นอร์มอลแคร์ ดัมเบล 500 มล.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/37/88/8854060615337/thumbnail/8854060615337-20251002130253-.jpg"
"1770054931-61","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","35.00","รถพยาบาล สำลีแผ่นรีดข้าง 100 แผ่น","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/49/88/8850185002649/thumbnail/8850185002649_1-20250623130201-.jpg"
"1770054931-62","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","380.00","วีด้า แอลกอฮอล์ สเปรย์ เฟรช 75% 5 ล.","฿500.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/51/88/8856439000751/thumbnail/8856439000751_1-20250620144803-.jpg"
"1770054931-63","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","25.00","พาสเทล ยาดมชนิดพกพา 2 ก. คละสี","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/88/8859737610219/thumbnail/8859737610219_0-20251001141441-.jpg"
"1770054931-64","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","349.00","แบลคมอร์ส ผลิตภัณฑ์เสริมอาหาร ไบโอ แมกนีเซียม แอดวานซ์ ดี 3 50 เม็ด","฿380.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/55/00/0000093564755/thumbnail/0000093564755_1-20230127120825-.jpg"
"1770054931-65","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","15.00","อีโน ฟรุตซ้อลต์ ยาผงฟู่ลดกรด บรรเทาอาการท้องอืดท้องเฟ้อ รสมะนาว 4.3 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/50/88/8850615100150/thumbnail/8850615100150_1-20251001141354-.jpg"
"1770054931-66","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","15.00","บีเอ็ลฮั้ว ยาเม็ดแก้แพ้ ลดน้ำมูก คลอร์เฟนิรามีน 10 เม็ด","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/01/88/8852914101401/thumbnail/8852914101401_1-20251001164638-.jpg"
"1770054931-67","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","20.00","เน็กซ์แคร์ หน้ากากอนามัย 3M สำหรับเด็ก รุ่น 3D 4 ชิ้น / แพ็ค","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/20/89/8992806200420/thumbnail/8992806200420_1-20250114114250-.jpg"
"1770054931-68","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","450.00","โพธิ์หยก พนาไพล ยานวดสมุนไพร สูตร3 85 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/21/88/8859142400221/thumbnail/8859142400221_0-20251003150043-.jpg"
"1770054931-69","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","40.00","ตราเสือดาว น้ำเกลือล้างแผลแอลพีซาไลน์ 500 มล.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8853042001724/thumbnail/8853042001724_1-20251029133746-.jpg"
"1770054931-70","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","45.00","แอมเม็ลทซ์ โยโกะ โยโกะ ฮีทแพทช์ โกลด์ สำหรับปวดคอและไหล่ 1 แผ่น","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/77/49/4987072061077/thumbnail/4987072061077_1-20251001141144-.jpg"
"1770054931-71","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","33.00","แอมเม็ลทซ์ โยโกะ โยโกะ แผ่นประคบร้อนบรรเทาปวดประจำเดือน 95 x 130 มม. 1 ชิ้น","฿35.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/84/49/4987072061084/thumbnail/4987072061084_1-20250929135354-.jpg"
"1770054931-72","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","25.00","โยคีในรัศมีวงกลม แป้งสูตรเย็น 60 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/27/88/8858672900027/thumbnail/8858672900027_1-20231025162705-.jpg"
"1770054931-73","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","24.00","แคริสม่า ผ้าเปียกสูตรยับยั้งแบคทีเรีย 10 แผ่น","฿29.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/01/88/8857122875601/thumbnail/8857122875601_1-20250912090319-.jpg"
"1770054931-74","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","89.00","โมริฮาน่า แคนนายิส เอสพีพี สีฟ ไบรท์เทนนิ่ง เฟเชียล โฟม 100 ก.","฿149.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/88/8857127990019/thumbnail/8857127990019_1-20230105085424-.jpg"
"1770054931-75","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","20.00","ตะขาบ 5 ตัว ยาอมแก้ไอ รสสมุนไพร 3 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/63/88/8852761000063/thumbnail/8852761000063_0-20250929133531-.jpg"
"1770054931-76","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","260.00","นกแก้ว สเปรย์ น้ำมันยูคาลิปตัส โบลิสโต 300 มล.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/31/88/8858797600031/thumbnail/8858797600031_2.jpg"
